1701756838.164023 server started (88230): version 3.2a, socket /tmp/tmux-1000/default, protocol 8
1701756838.164087 on Linux 6.2.0-37-generic #38~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov  2 18:01:13 UTC 2
1701756838.164112 using libevent 2.1.12-stable (poll); ncurses 6.3
1701756838.164230 input_key_build: 0x10e003 (PasteStart) is \033[200~
1701756838.165265 input_key_build: 0x60000010e09a (C-S-F2) is \033[1;6Q
1701756838.165280 input_key_build: 0x60000010e09b (C-S-F3) is \033[1;6R
1701756838.165294 input_key_build: 0x60000010e09c (C-S-F4) is \033[1;6S
1701756838.165309 input_key_build: 0x60000010e09d (C-S-F5) is \033[15;6~
1701756838.165324 input_key_build: 0x60000010e09e (C-S-F6) is \033[17;6~
1701756838.165339 input_key_build: 0x60000010e09f (C-S-F7) is \033[18;6~
1701756838.165355 input_key_build: 0x60000010e0a0 (C-S-F8) is \033[19;6~
1701756838.165370 input_key_build: 0x60000010e0a1 (C-S-F9) is \033[20;6~
1701756838.165386 input_key_build: 0x60000010e0a2 (C-S-F10) is \033[21;6~
1701756838.165402 input_key_build: 0x60000010e0a3 (C-S-F11) is \033[23;6~
1701756838.165417 input_key_build: 0x60000010e0a4 (C-S-F12) is \033[24;6~
1701756838.165432 input_key_build: 0x60000010e0a5 (C-S-IC) is \033[2;6~
1701756838.165448 input_key_build: 0x60000010e0a6 (C-S-DC) is \033[3;6~
1701756838.165464 input_key_build: 0x60000010e0a7 (C-S-Home) is \033[1;6H
1701756838.165479 input_key_build: 0x60000010e0a8 (C-S-End) is \033[1;6F
1701756838.165494 input_key_build: 0x60000010e0a9 (C-S-NPage) is \033[6;6~
1701756838.165510 input_key_build: 0x60000010e0aa (C-S-PPage) is \033[5;6~
1701756838.165524 input_key_build: 0x60000010e0ac (C-S-Up) is \033[1;6A
1701756838.165540 input_key_build: 0x60000010e0ad (C-S-Down) is \033[1;6B
1701756838.165556 input_key_build: 0x60000010e0ae (C-S-Left) is \033[1;6D
1701756838.165572 input_key_build: 0x60000010e0af (C-S-Right) is \033[1;6C
1701756838.165588 input_key_build: 0x200000010e0b0 (KP/[K]) is \033Oo
1701756838.165604 input_key_build: 0x200000010e0b1 (KP*[K]) is \033Oj
1701756838.165625 input_key_build: 0x200000010e0b2 (KP-[K]) is \033Om
1701756838.165641 input_key_build: 0x200000010e0b3 (KP7[K]) is \033Ow
1701756838.165656 input_key_build: 0x200000010e0b4 (KP8[K]) is \033Ox
1701756838.165671 input_key_build: 0x200000010e0b5 (KP9[K]) is \033Oy
1701756838.165685 input_key_build: 0x200000010e0b6 (KP+[K]) is \033Ok
1701756838.165701 input_key_build: 0x200000010e0b7 (KP4[K]) is \033Ot
1701756838.165716 input_key_build: 0x200000010e0b8 (KP5[K]) is \033Ou
1701756838.165736 input_key_build: 0x200000010e0b9 (KP6[K]) is \033Ov
1701756838.165751 input_key_build: 0x200000010e0ba (KP1[K]) is \033Oq
1701756838.165782 input_key_build: 0x200000010e0bb (KP2[K]) is \033Or
1701756838.165797 input_key_build: 0x200000010e0bc (KP3[K]) is \033Os
1701756838.165813 input_key_build: 0x200000010e0bd (KPEnter[K]) is \033OM
1701756838.165828 input_key_build: 0x200000010e0be (KP0[K]) is \033Op
1701756838.165842 input_key_build: 0x200000010e0bf (KP.[K]) is \033On
1701756838.165858 input_key_build: 0x400000010e0ac (Up[C]) is \033OA
1701756838.165873 input_key_build: 0x400000010e0ad (Down[C]) is \033OB
1701756838.165889 input_key_build: 0x400000010e0ae (Left[C]) is \033OD
1701756838.165904 input_key_build: 0x400000010e0af (Right[C]) is \033OC
1701756838.165920 input_key_build: 0x810000010e099 (M-F1[I]) is \033[1;3P
1701756838.165935 input_key_build: 0x810000010e09a (M-F2[I]) is \033[1;3Q
1701756838.165951 input_key_build: 0x810000010e09b (M-F3[I]) is \033[1;3R
1701756838.165967 input_key_build: 0x810000010e09c (M-F4[I]) is \033[1;3S
1701756838.165983 input_key_build: 0x810000010e09d (M-F5[I]) is \033[15;3~
1701756838.165998 input_key_build: 0x810000010e09e (M-F6[I]) is \033[17;3~
1701756838.166014 input_key_build: 0x810000010e09f (M-F7[I]) is \033[18;3~
1701756838.166029 input_key_build: 0x810000010e0a0 (M-F8[I]) is \033[19;3~
1701756838.166045 input_key_build: 0x810000010e0a1 (M-F9[I]) is \033[20;3~
1701756838.166061 input_key_build: 0x810000010e0a2 (M-F10[I]) is \033[21;3~
1701756838.166076 input_key_build: 0x810000010e0a3 (M-F11[I]) is \033[23;3~
1701756838.166091 input_key_build: 0x810000010e0a4 (M-F12[I]) is \033[24;3~
1701756838.166107 input_key_build: 0x810000010e0a5 (M-IC[I]) is \033[2;3~
1701756838.166123 input_key_build: 0x810000010e0a6 (M-DC[I]) is \033[3;3~
1701756838.166145 input_key_build: 0x810000010e0a7 (M-Home[I]) is \033[1;3H
1701756838.166160 input_key_build: 0x810000010e0a8 (M-End[I]) is \033[1;3F
1701756838.166175 input_key_build: 0x810000010e0a9 (M-NPage[I]) is \033[6;3~
1701756838.166191 input_key_build: 0x810000010e0aa (M-PPage[I]) is \033[5;3~
1701756838.166206 input_key_build: 0x810000010e0ac (M-Up[I]) is \033[1;3A
1701756838.166223 input_key_build: 0x810000010e0ad (M-Down[I]) is \033[1;3B
1701756838.166238 input_key_build: 0x810000010e0ae (M-Left[I]) is \033[1;3D
1701756838.166258 input_key_build: 0x810000010e0af (M-Right[I]) is \033[1;3C
1701756838.166274 input_key_build: 0x830000010e099 (C-M-F1[I]) is \033[1;7P
1701756838.166289 input_key_build: 0x830000010e09a (C-M-F2[I]) is \033[1;7Q
1701756838.166306 input_key_build: 0x830000010e09b (C-M-F3[I]) is \033[1;7R
1701756838.166320 input_key_build: 0x830000010e09c (C-M-F4[I]) is \033[1;7S
1701756838.166334 input_key_build: 0x830000010e09d (C-M-F5[I]) is \033[15;7~
1701756838.166349 input_key_build: 0x830000010e09e (C-M-F6[I]) is \033[17;7~
1701756838.166364 input_key_build: 0x830000010e09f (C-M-F7[I]) is \033[18;7~
1701756838.166379 input_key_build: 0x830000010e0a0 (C-M-F8[I]) is \033[19;7~
1701756838.166394 input_key_build: 0x830000010e0a1 (C-M-F9[I]) is \033[20;7~
1701756838.166409 input_key_build: 0x830000010e0a2 (C-M-F10[I]) is \033[21;7~
1701756838.166424 input_key_build: 0x830000010e0a3 (C-M-F11[I]) is \033[23;7~
1701756838.166440 input_key_build: 0x830000010e0a4 (C-M-F12[I]) is \033[24;7~
1701756838.166455 input_key_build: 0x830000010e0a5 (C-M-IC[I]) is \033[2;7~
1701756838.166475 input_key_build: 0x830000010e0a6 (C-M-DC[I]) is \033[3;7~
1701756838.166490 input_key_build: 0x830000010e0a7 (C-M-Home[I]) is \033[1;7H
1701756838.166506 input_key_build: 0x830000010e0a8 (C-M-End[I]) is \033[1;7F
1701756838.166522 input_key_build: 0x830000010e0a9 (C-M-NPage[I]) is \033[6;7~
1701756838.166538 input_key_build: 0x830000010e0aa (C-M-PPage[I]) is \033[5;7~
1701756838.166554 input_key_build: 0x830000010e0ac (C-M-Up[I]) is \033[1;7A
1701756838.166570 input_key_build: 0x830000010e0ad (C-M-Down[I]) is \033[1;7B
1701756838.166585 input_key_build: 0x830000010e0ae (C-M-Left[I]) is \033[1;7D
1701756838.166601 input_key_build: 0x830000010e0af (C-M-Right[I]) is \033[1;7C
1701756838.166615 input_key_build: 0x850000010e099 (M-S-F1[I]) is \033[1;4P
1701756838.166631 input_key_build: 0x850000010e09a (M-S-F2[I]) is \033[1;4Q
1701756838.166661 input_key_build: 0x850000010e09b (M-S-F3[I]) is \033[1;4R
1701756838.166677 input_key_build: 0x850000010e09c (M-S-F4[I]) is \033[1;4S
1701756838.166692 input_key_build: 0x850000010e09d (M-S-F5[I]) is \033[15;4~
1701756838.166706 input_key_build: 0x850000010e09e (M-S-F6[I]) is \033[17;4~
1701756838.166721 input_key_build: 0x850000010e09f (M-S-F7[I]) is \033[18;4~
1701756838.166737 input_key_build: 0x850000010e0a0 (M-S-F8[I]) is \033[19;4~
1701756838.166753 input_key_build: 0x850000010e0a1 (M-S-F9[I]) is \033[20;4~
1701756838.166768 input_key_build: 0x850000010e0a2 (M-S-F10[I]) is \033[21;4~
1701756838.166783 input_key_build: 0x850000010e0a3 (M-S-F11[I]) is \033[23;4~
1701756838.166802 input_key_build: 0x850000010e0a4 (M-S-F12[I]) is \033[24;4~
1701756838.166823 input_key_build: 0x850000010e0a5 (M-S-IC[I]) is \033[2;4~
1701756838.166840 input_key_build: 0x850000010e0a6 (M-S-DC[I]) is \033[3;4~
1701756838.166856 input_key_build: 0x850000010e0a7 (M-S-Home[I]) is \033[1;4H
1701756838.166873 input_key_build: 0x850000010e0a8 (M-S-End[I]) is \033[1;4F
1701756838.166888 input_key_build: 0x850000010e0a9 (M-S-NPage[I]) is \033[6;4~
1701756838.166905 input_key_build: 0x850000010e0aa (M-S-PPage[I]) is \033[5;4~
1701756838.166922 input_key_build: 0x850000010e0ac (M-S-Up[I]) is \033[1;4A
1701756838.166938 input_key_build: 0x850000010e0ad (M-S-Down[I]) is \033[1;4B
1701756838.166954 input_key_build: 0x850000010e0ae (M-S-Left[I]) is \033[1;4D
1701756838.166969 input_key_build: 0x850000010e0af (M-S-Right[I]) is \033[1;4C
1701756838.166985 input_key_build: 0x870000010e099 (C-M-S-F1[I]) is \033[1;8P
1701756838.167001 input_key_build: 0x870000010e09a (C-M-S-F2[I]) is \033[1;8Q
1701756838.167017 input_key_build: 0x870000010e09b (C-M-S-F3[I]) is \033[1;8R
1701756838.167033 input_key_build: 0x870000010e09c (C-M-S-F4[I]) is \033[1;8S
1701756838.167048 input_key_build: 0x870000010e09d (C-M-S-F5[I]) is \033[15;8~
1701756838.167064 input_key_build: 0x870000010e09e (C-M-S-F6[I]) is \033[17;8~
1701756838.167079 input_key_build: 0x870000010e09f (C-M-S-F7[I]) is \033[18;8~
1701756838.167095 input_key_build: 0x870000010e0a0 (C-M-S-F8[I]) is \033[19;8~
1701756838.167111 input_key_build: 0x870000010e0a1 (C-M-S-F9[I]) is \033[20;8~
1701756838.167126 input_key_build: 0x870000010e0a2 (C-M-S-F10[I]) is \033[21;8~
1701756838.167142 input_key_build: 0x870000010e0a3 (C-M-S-F11[I]) is \033[23;8~
1701756838.167164 input_key_build: 0x870000010e0a4 (C-M-S-F12[I]) is \033[24;8~
1701756838.167179 input_key_build: 0x870000010e0a5 (C-M-S-IC[I]) is \033[2;8~
1701756838.167195 input_key_build: 0x870000010e0a6 (C-M-S-DC[I]) is \033[3;8~
1701756838.167210 input_key_build: 0x870000010e0a7 (C-M-S-Home[I]) is \033[1;8H
1701756838.167225 input_key_build: 0x870000010e0a8 (C-M-S-End[I]) is \033[1;8F
1701756838.167240 input_key_build: 0x870000010e0a9 (C-M-S-NPage[I]) is \033[6;8~
1701756838.167255 input_key_build: 0x870000010e0aa (C-M-S-PPage[I]) is \033[5;8~
1701756838.167270 input_key_build: 0x870000010e0ac (C-M-S-Up[I]) is \033[1;8A
1701756838.167285 input_key_build: 0x870000010e0ad (C-M-S-Down[I]) is \033[1;8B
1701756838.167300 input_key_build: 0x870000010e0ae (C-M-S-Left[I]) is \033[1;8D
1701756838.167314 input_key_build: 0x870000010e0af (C-M-S-Right[I]) is \033[1;8C
1701756838.167365 yylex_token: bind
1701756838.167381 yylex_token: -N
1701756838.167399 yylex_token: Send the prefix key
1701756838.167415 yylex_token: C-b
1701756838.167432 yylex_token: send-prefix
1701756838.167462 cmd_parse_build_commands: 0 bind
1701756838.167478 cmd_parse_build_commands: argv[0]=bind
1701756838.167493 cmd_parse_build_commands: argv[1]=-N
1701756838.167508 cmd_parse_build_commands: argv[2]=Send the prefix key
1701756838.167524 cmd_parse_build_commands: argv[3]=C-b
1701756838.167539 cmd_parse_build_commands: argv[4]=send-prefix
1701756838.167558 cmd_parse: bind-key: argv[0]=bind
1701756838.167573 cmd_parse: bind-key: argv[1]=-N
1701756838.167588 cmd_parse: bind-key: argv[2]=Send the prefix key
1701756838.167603 cmd_parse: bind-key: argv[3]=C-b
1701756838.167634 cmd_parse: bind-key: argv[4]=send-prefix
1701756838.167672 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b send-prefix
1701756838.167691 cmdq_get_command: [bind-key/0x55cbdcf4eeb0] group 2
1701756838.167707 cmdq_append <global>: [bind-key/0x55cbdcf4eeb0]
1701756838.167725 yylex_token: bind
1701756838.167739 yylex_token: -N
1701756838.167756 yylex_token: Rotate through the panes
1701756838.167770 yylex_token: C-o
1701756838.167785 yylex_token: rotate-window
1701756838.167802 cmd_parse_build_commands: 0 bind
1701756838.167816 cmd_parse_build_commands: argv[0]=bind
1701756838.167830 cmd_parse_build_commands: argv[1]=-N
1701756838.167844 cmd_parse_build_commands: argv[2]=Rotate through the panes
1701756838.167857 cmd_parse_build_commands: argv[3]=C-o
1701756838.167895 cmd_parse_build_commands: argv[4]=rotate-window
1701756838.167910 cmd_parse: bind-key: argv[0]=bind
1701756838.167928 cmd_parse: bind-key: argv[1]=-N
1701756838.167946 cmd_parse: bind-key: argv[2]=Rotate through the panes
1701756838.167960 cmd_parse: bind-key: argv[3]=C-o
1701756838.167974 cmd_parse: bind-key: argv[4]=rotate-window
1701756838.167998 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o rotate-window
1701756838.168014 cmdq_get_command: [bind-key/0x55cbdcf517f0] group 5
1701756838.168028 cmdq_append <global>: [bind-key/0x55cbdcf517f0]
1701756838.168046 yylex_token: bind
1701756838.168060 yylex_token: -N
1701756838.168076 yylex_token: Suspend the current client
1701756838.168090 yylex_token: C-z
1701756838.168105 yylex_token: suspend-client
1701756838.168120 cmd_parse_build_commands: 0 bind
1701756838.168135 cmd_parse_build_commands: argv[0]=bind
1701756838.168149 cmd_parse_build_commands: argv[1]=-N
1701756838.168164 cmd_parse_build_commands: argv[2]=Suspend the current client
1701756838.168177 cmd_parse_build_commands: argv[3]=C-z
1701756838.168191 cmd_parse_build_commands: argv[4]=suspend-client
1701756838.168206 cmd_parse: bind-key: argv[0]=bind
1701756838.168219 cmd_parse: bind-key: argv[1]=-N
1701756838.168234 cmd_parse: bind-key: argv[2]=Suspend the current client
1701756838.168247 cmd_parse: bind-key: argv[3]=C-z
1701756838.168261 cmd_parse: bind-key: argv[4]=suspend-client
1701756838.168283 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z suspend-client
1701756838.168298 cmdq_get_command: [bind-key/0x55cbdcf4ad20] group 8
1701756838.168313 cmdq_append <global>: [bind-key/0x55cbdcf4ad20]
1701756838.168329 yylex_token: bind
1701756838.168342 yylex_token: -N
1701756838.168357 yylex_token: Select next layout
1701756838.168371 yylex_token: Space
1701756838.168385 yylex_token: next-layout
1701756838.168401 cmd_parse_build_commands: 0 bind
1701756838.168415 cmd_parse_build_commands: argv[0]=bind
1701756838.168428 cmd_parse_build_commands: argv[1]=-N
1701756838.168442 cmd_parse_build_commands: argv[2]=Select next layout
1701756838.168456 cmd_parse_build_commands: argv[3]=Space
1701756838.168470 cmd_parse_build_commands: argv[4]=next-layout
1701756838.168484 cmd_parse: bind-key: argv[0]=bind
1701756838.168498 cmd_parse: bind-key: argv[1]=-N
1701756838.168512 cmd_parse: bind-key: argv[2]=Select next layout
1701756838.168525 cmd_parse: bind-key: argv[3]=Space
1701756838.168539 cmd_parse: bind-key: argv[4]=next-layout
1701756838.168561 cmd_parse_build_commands: bind-key -N "Select next layout" Space next-layout
1701756838.168576 cmdq_get_command: [bind-key/0x55cbdcf4d070] group 11
1701756838.168591 cmdq_append <global>: [bind-key/0x55cbdcf4d070]
1701756838.168606 yylex_token: bind
1701756838.168619 yylex_token: -N
1701756838.168635 yylex_token: Break pane to a new window
1701756838.168649 yylex_token: !
1701756838.168663 yylex_token: break-pane
1701756838.168679 cmd_parse_build_commands: 0 bind
1701756838.168693 cmd_parse_build_commands: argv[0]=bind
1701756838.168707 cmd_parse_build_commands: argv[1]=-N
1701756838.168721 cmd_parse_build_commands: argv[2]=Break pane to a new window
1701756838.168734 cmd_parse_build_commands: argv[3]=!
1701756838.168748 cmd_parse_build_commands: argv[4]=break-pane
1701756838.168780 cmd_parse: bind-key: argv[0]=bind
1701756838.168793 cmd_parse: bind-key: argv[1]=-N
1701756838.168807 cmd_parse: bind-key: argv[2]=Break pane to a new window
1701756838.168820 cmd_parse: bind-key: argv[3]=!
1701756838.168834 cmd_parse: bind-key: argv[4]=break-pane
1701756838.168855 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! break-pane
1701756838.168871 cmdq_get_command: [bind-key/0x55cbdcf4bf90] group 14
1701756838.168885 cmdq_append <global>: [bind-key/0x55cbdcf4bf90]
1701756838.168900 yylex_token: bind
1701756838.168914 yylex_token: -N
1701756838.168929 yylex_token: Split window vertically
1701756838.168943 yylex_token: "
1701756838.168957 yylex_token: split-window
1701756838.168973 cmd_parse_build_commands: 0 bind
1701756838.168987 cmd_parse_build_commands: argv[0]=bind
1701756838.169000 cmd_parse_build_commands: argv[1]=-N
1701756838.169014 cmd_parse_build_commands: argv[2]=Split window vertically
1701756838.169028 cmd_parse_build_commands: argv[3]="
1701756838.169042 cmd_parse_build_commands: argv[4]=split-window
1701756838.169056 cmd_parse: bind-key: argv[0]=bind
1701756838.169070 cmd_parse: bind-key: argv[1]=-N
1701756838.169083 cmd_parse: bind-key: argv[2]=Split window vertically
1701756838.169097 cmd_parse: bind-key: argv[3]="
1701756838.169111 cmd_parse: bind-key: argv[4]=split-window
1701756838.169133 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" split-window
1701756838.169148 cmdq_get_command: [bind-key/0x55cbdcf4c700] group 17
1701756838.169162 cmdq_append <global>: [bind-key/0x55cbdcf4c700]
1701756838.169177 yylex_token: bind
1701756838.169191 yylex_token: -N
1701756838.169206 yylex_token: List all paste buffers
1701756838.169220 yylex_token: #
1701756838.169234 yylex_token: list-buffers
1701756838.169250 cmd_parse_build_commands: 0 bind
1701756838.169263 cmd_parse_build_commands: argv[0]=bind
1701756838.169277 cmd_parse_build_commands: argv[1]=-N
1701756838.169291 cmd_parse_build_commands: argv[2]=List all paste buffers
1701756838.169305 cmd_parse_build_commands: argv[3]=#
1701756838.169320 cmd_parse_build_commands: argv[4]=list-buffers
1701756838.169334 cmd_parse: bind-key: argv[0]=bind
1701756838.169347 cmd_parse: bind-key: argv[1]=-N
1701756838.169361 cmd_parse: bind-key: argv[2]=List all paste buffers
1701756838.169375 cmd_parse: bind-key: argv[3]=#
1701756838.169388 cmd_parse: bind-key: argv[4]=list-buffers
1701756838.169410 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# list-buffers
1701756838.169425 cmdq_get_command: [bind-key/0x55cbdcf49f70] group 20
1701756838.169439 cmdq_append <global>: [bind-key/0x55cbdcf49f70]
1701756838.169454 yylex_token: bind
1701756838.169467 yylex_token: -N
1701756838.169483 yylex_token: Rename current session
1701756838.169496 yylex_token: $
1701756838.169511 yylex_token: command-prompt
1701756838.169525 yylex_token: -I#S
1701756838.169541 yylex_token: rename-session -- '%%'
1701756838.169556 cmd_parse_build_commands: 0 bind
1701756838.169570 cmd_parse_build_commands: argv[0]=bind
1701756838.169584 cmd_parse_build_commands: argv[1]=-N
1701756838.169598 cmd_parse_build_commands: argv[2]=Rename current session
1701756838.169612 cmd_parse_build_commands: argv[3]=$
1701756838.169626 cmd_parse_build_commands: argv[4]=command-prompt
1701756838.169640 cmd_parse_build_commands: argv[5]=-I#S
1701756838.169653 cmd_parse_build_commands: argv[6]=rename-session -- '%%'
1701756838.169668 cmd_parse: bind-key: argv[0]=bind
1701756838.169681 cmd_parse: bind-key: argv[1]=-N
1701756838.169695 cmd_parse: bind-key: argv[2]=Rename current session
1701756838.169709 cmd_parse: bind-key: argv[3]=$
1701756838.169722 cmd_parse: bind-key: argv[4]=command-prompt
1701756838.169735 cmd_parse: bind-key: argv[5]=-I#S
1701756838.169750 cmd_parse: bind-key: argv[6]=rename-session -- '%%'
1701756838.169777 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ command-prompt "-I#S" "rename-session -- '%%'"
1701756838.169793 cmdq_get_command: [bind-key/0x55cbdcf4a7f0] group 23
1701756838.169823 cmdq_append <global>: [bind-key/0x55cbdcf4a7f0]
1701756838.169838 yylex_token: bind
1701756838.169851 yylex_token: -N
1701756838.169868 yylex_token: Split window horizontally
1701756838.169881 yylex_get_word: %
1701756838.169896 yylex_token: split-window
1701756838.169909 yylex_token: -h
1701756838.169925 cmd_parse_build_commands: 0 bind
1701756838.169939 cmd_parse_build_commands: argv[0]=bind
1701756838.169953 cmd_parse_build_commands: argv[1]=-N
1701756838.169967 cmd_parse_build_commands: argv[2]=Split window horizontally
1701756838.169981 cmd_parse_build_commands: argv[3]=%
1701756838.169994 cmd_parse_build_commands: argv[4]=split-window
1701756838.170008 cmd_parse_build_commands: argv[5]=-h
1701756838.170022 cmd_parse: bind-key: argv[0]=bind
1701756838.170036 cmd_parse: bind-key: argv[1]=-N
1701756838.170049 cmd_parse: bind-key: argv[2]=Split window horizontally
1701756838.170064 cmd_parse: bind-key: argv[3]=%
1701756838.170077 cmd_parse: bind-key: argv[4]=split-window
1701756838.170091 cmd_parse: bind-key: argv[5]=-h
